Author,Comment,Published At,Likes
@adriaofcourse,I love how that one guy keeps calling him Just-out Trudeau. 🤣,2024-10-17T12:55:02Z,401
@wellingtonappliance6778,"TO THE INFLUENCER, WE DON&#39;T WANT YOU HERE AND GO GET A REAL JOB",2024-10-17T12:54:57Z,1
@rosemariebrown2150,Bring in Don Cherry.  He&#39;ll tell you his input on The Canadian Anthem!,2024-10-17T12:54:36Z,0
@michaelmclean150,Diversity is our strength?,2024-10-17T12:54:27Z,0
@Ayla876,"The planes....this is normal in ottawa. We have a couple military bases (used to live near airport). They do training often, which scares the crap put of people. This is likely just training exercises.",2024-10-17T12:54:06Z,0
@QuiltedLily,Good morning David and Boo! 😊😽,2024-10-17T12:53:12Z,0
@joeb787,Do not care of what any indian says. Regardless  its against trudeau or anything else.  We&#39;ve been occupied by india for 3 years now,2024-10-17T12:53:09Z,0
@AA-ze5jx,Even if Trudeau will be removed   it will take at least a decade for canada to make normal relations with India .....,2024-10-17T12:53:00Z,0
@riatimmermans5177,"Lol had to watch this video twice. Your channel is the best, always start my days off with a smile🥳🥰🙏🇨🇦🦌",2024-10-17T12:52:37Z,0
@SusanCanada,Our biggest corruption was a whistleblower roots from India. I love India people. Big hearts and hard working. Imo. We’re is CSIS haven’t head anything from them🤦🏻‍♀️,2024-10-17T12:52:34Z,24
@martinc8057,"Our Disney PM, with a new scandal every day. Stop the Politicalization of our law enforcement.",2024-10-17T12:52:31Z,0
@wellingtonappliance6778,"SORRY BUT PUNJAB IS NOT AN OFFICIAL CANADIAN LANGUAGE, WHO SAID THIS WAS OKAY?",2024-10-17T12:52:07Z,7
@robertmerlino2312,They did flyovers of ottawa with our only 2 operational fighter jets in the country to show military strength against all those that oppose,2024-10-17T12:51:33Z,0
@abdablelow6031,I thought of Seinfeld “very very bad man “shaking the finger,2024-10-17T12:51:20Z,0
@BobNob1,no more walmart shirts,2024-10-17T12:51:12Z,0
@ezayhayhay2342,Thanks for your great informative content Moose you’re top tier in my books 👍,2024-10-17T12:51:00Z,3
@sean45642,"if you can find a lib east Indian in the Americas that understands democracy, i&#39;ll be impressed<br>&quot;i left canada&quot; are the people pissing off all our vacation spots... messes up smaller economies when you refuse to leave",2024-10-17T12:50:58Z,0
@PoreyCeterson-bm2sj,His citizenship on the line here or what 😅??,2024-10-17T12:50:25Z,0
@Movie-Collectibles,"Arya is a moron, his 15 mins of fame are OVER!",2024-10-17T12:48:24Z,2
@clairemartin3179,This cabin is actually a rental on a wildlife reserve that is 30 minutes from my home. <br>Love your channel. Thanks for keeping me informed!,2024-10-17T12:48:12Z,0
@eebest,"It looks like you got fooled by somebody with the wolf video. It was probably taken at the &quot;Wolf Lodge&quot; at Parc Omega in Montebello, Quebec, Canada.",2024-10-17T12:48:05Z,0
@SharonFleming-vd3xt,David you always have the best content,2024-10-17T12:47:45Z,3
@allisontaylor1818,Because of Indias threat I bet,2024-10-17T12:47:38Z,0
@RobertSmith-oy3mb,"I’m from Quebec. Just found out the French broadcaster, cbc included. They are saying that Trudeau said biased lies on the conservatives. I can’t wait for   Pierre’s response. Thanks 🫎 for India’s news flash good work",2024-10-17T12:47:19Z,1
@CounterIntelligenceWoodworking,It&#39;s so trippy how much Michael from CTV looks like Tom Green.,2024-10-17T12:47:00Z,0
@agm88x,Wtf?! That anthem is disgraceful,2024-10-17T12:46:42Z,1
@kevinbrock9751,😂,2024-10-17T12:46:33Z,0
@renemichel4712,Canada loves India but our prime minister is dog shit,2024-10-17T12:46:29Z,2
@chrisjonassen753,This guy is kissing Trudeau ass because he doesn&#39;t want to be kicked out of Canada because he is hated by India and they are all a bunch of lying assholes and the biggest bullshit in Canada all the liberals and NDP have to go to jail and to get some of our money that they have stolen from Canadians,2024-10-17T12:46:14Z,1
@michaelcrawley2359,He&#39;s not unpopular because of his achievement. Truer words have never been spoken. His only achievement was to get in office. Everything else he&#39;s done has turned to crap.,2024-10-17T12:45:56Z,47
@rakeshbu7574,"No its interesting...canadian terrorist nijjar was assassinated in gang war, and Dustbin says he has no proof...plus Dustbin is in contact with USA terrorist pannu...using these terrorists as distraction for 400 million corruption..",2024-10-17T12:45:08Z,0
@dbaz8489,"It feels like we are losing, if not lost already, Canada. It is one knock out punch after the other. I saw a video of Trudeau boxing. Did anyone in his own caucus ever tell him that he is a terrible boxer. He cannot stand toe to toe with anyone in the world, or any Canadian or politician. In short, a complete loser and failure. This is the difference between someone given the opportunity, and someone earning the opportunity. This is why Trudeau does not give and F.",2024-10-17T12:44:27Z,1
@MarianneWales,Good morning,2024-10-17T12:44:19Z,0
@michaelsmith-cv9ew,We are run by foreign entitys outside and inside our liberal/ndp government thanks to our so called corrupt priminister. I can only hope PIERRE will fix this so the ones in government have our best interests at heart.,2024-10-17T12:44:06Z,0
@BarbGagnier,Awesome show. Love the Indian portion.,2024-10-17T12:43:05Z,17
@pata8806,What an idiot - I think he wants to put on Trudeau’s payroll,2024-10-17T12:43:02Z,0
@sundarkrishna5491,"Why are Canadians fighting for Khalistani separatist, Palestinians and paying for it. Ensure to ban them.<br>Jagmeet keeps talking about firings against Canadians. Who is doing it- Canadians offcourse. It is the gangsters imported from India/ Pakistan/ Palestinians thru influence with out background checks( check Jagmeet and his associates. Indian government want the gangsters for the crimes committed in India).Why would India do it. Are other countries accusing India - No. Only Justin Trudeau and Jagmeet. India is the biggest democracy and have enough on the plate to get involved in these silly issues.<br>Justin and Jagmeet are trying to divert the attention of the Canadian voters from their involvement with Chinese Communist Party for funding the elections.",2024-10-17T12:42:57Z,1
@murph7591,"First Trudeau screws up our country, now hockey................😮😮😮😮😢😢😢😮😮",2024-10-17T12:42:31Z,0
@superionmaximus9900,"If that guy in Quebec does not have any pets or livestock that he&#39;s worried bout the wolves getting, he should just accept the invitation to join the pack and be happy.",2024-10-17T12:41:39Z,0
@GospelTestimony,"It&#39;s so refreshing listening to another country&#39;s media, which cares nothing about political correctness, but is willing to speak the truth, without following the establishment speaking script.",2024-10-17T12:40:23Z,330
@tracyralph3482,"Alberta wants to separate as well, if d i c k wad stsys.",2024-10-17T12:40:17Z,0
@George-ph6qo,How much CO2 emissions are generated everytime someone takes a dump on the beach or street. At this rate Canada&#39;s fresh water is going to be as polluted as the foulest river in India: the Ganges!!,2024-10-17T12:40:16Z,1
@rosemariebrown2150,Look at the way he crosses his leg s? Little girlie.,2024-10-17T12:39:53Z,0
@The1crazycaper,"Why is this idiot sitting in thee Canadian government, he can barely speak english. The only thing the Liberals have done in the last nine years is distroy this once great country. If the Liberals win the next election I guarantee you it was rigged. The statement of that Indian woman kind of pisses me off. Canada under the right leadership is NOT insignificant.",2024-10-17T12:39:45Z,0
@apurvadarsh2279,"Canadians are so self aware and nice that they can&#39;t even call terrori*ts , as terror*sts. Sad for you guys, safe guarding people who blew up a 350+ people passage plane mid air.<br>awesome job nice people of canada",2024-10-17T12:38:46Z,0
@JamesTan295,"This guy brings in half of India and lost all Indian votes, and destroys our trade with India on his way out…This guy just can’t do ANYTHING right…",2024-10-17T12:38:26Z,0
@gailhorochuk1269,"The people should have got up and left , what garbage",2024-10-17T12:38:12Z,0
@allisontaylor1818,"Trudeau said at the Foreign interference case, to a lawyer that he has no proof that India had any foreign interference...he lies",2024-10-17T12:38:10Z,0
@kevaldeo6381,Trudeau is also digging a very deep hole in foreign relations when PP takes over.<br>You should also check out our(Indian) External Affairs Minister&#39;s take on who are the people thay Canada is importing from India. An eye opener for the Canadian public.,2024-10-17T12:37:32Z,0
@dodoDodo-of6pu,&#39;What do we do with this man&#39; We all know what we want India to do.,2024-10-17T12:36:45Z,0
@carolking373,Get to together liberals this mp is an idiot and probably has been paid off by Trudeau never seen him before.,2024-10-17T12:36:08Z,0
@BarbGagnier,Thank you India for telling us the truth.,2024-10-17T12:35:15Z,1185
@JonBonZombie,Canada is the Best Country in the world .. I LOVE MY COUNTRY ... We just need HIM OUT,2024-10-17T12:35:09Z,9
@davidedwards3838,Time for us to close the border to india.,2024-10-17T12:35:01Z,0
@lifeizbeautiful5474,"Canadians are tech-savvy, business friendly and such nice people. Just because of one bad guy at power, we shouldn&#39;t say anything negatively.",2024-10-17T12:34:59Z,1
@aatifhusain1419,maybe canada should allow indian police to clear up Mr.Dustin,2024-10-17T12:34:59Z,0
@wellingtonappliance6778,"IS THIS LIBERAL AN IDIOT, ALL YOU PEOPLE ACHIEVED IS WRECKING THIS BEAUTIFUL COUNTRY",2024-10-17T12:34:58Z,0
@gailhorochuk1269,"Trudeau, you&#39;re infamous",2024-10-17T12:34:52Z,0
@HOWISIT912,"Wow, the people Canadians elect to serve their interests! Some of the worst people amongst us are in leadership!",2024-10-17T12:34:25Z,0
@iamcyberpunk68,SEND THE BROWN MAN HOME,2024-10-17T12:34:21Z,0
@escott5839,"The cabin with the wolves looks like Parc Omega, which is in Quebec. There, you can rent a log cabin with windows that are big enough to be among the wolves. Trudeau is evil and should not be in power. His insane testimony at the foreign interference inquiry is a word salad of lies.",2024-10-17T12:34:20Z,0
@smokiethebear3334,Canadians will never trust law enforcement again after these past 4-5 years. protecting criminals instead of people that pay their salaries.,2024-10-17T12:34:04Z,0
@davidedwards3838,They can come and get all the beach poopers and take them back. Don&#39;t like Trudeau fine. But a country that still has open sewyers trying to trash canada can eff off. So take back your beach poopers and we don&#39;t have to talk to each other at all.  There is no positive for us with India.,2024-10-17T12:34:01Z,0
@PWlangford1,That national anthem thing was a protest I&#39;m sure. He just pissed of another huge voting base for liberals. Good job.,2024-10-17T12:33:47Z,1
@googleuser1006,England owns Canada so he&#39;s in for it,2024-10-17T12:33:47Z,1
@MsSixty2019,Why is he sitting like that?!?,2024-10-17T12:33:33Z,0
@brotherpaul963,"Canada should pause all immigration from the sub-continent until their safety can be assured. Mr Modi has ligitimate concerns for his people. <br>Canada is a cold and difficult place to survive in at the best of times. It must be horrible for the immigrants to arrive in such a violent and uncaring wilderness.<br>If the RCMP has charges to be leveled against any murderer or their accomplices they ought to proceed with the full weight of the law. If not, shut up. It is possible to bring charges against someone who is in absentia. This can be accomplished if there is truth in the facts presented.<br>There is a problem when we allow people like Trudeau and Singh get into positions of power. They are more concerned with their own lust and greed than with the safety of the people in the land. Their concerns are focussed on suits and watches not on the health and wellbeing of others. <br>If a man can&#39;t hold his own family together, it wouldn&#39;t seem likely that he can unite a whole country. <br>Justin is only a feminist as long as there is a man in charge. that should be a clue of his arrogance and ingratitude. <br>As Canadians who are people understand and are happy to pay taxes for our country, we also resist the efforts of those who seek to abuse our laws and enrich themselves unfairly by playing the system illegally. Watch out you guys. This isn&#39;t over yet.",2024-10-17T12:33:26Z,0
@sandishires5590,Bang on did he think everyone can&#39;t see,2024-10-17T12:32:53Z,0
@such_kna9041,That US guy calls T .,2024-10-17T12:32:11Z,0
@BaloneySandwichWithKetchup,"kind of a dumb comparison with Quebec. they have a province, language laws and were granted a separation vote where they could decide if they wanted to have their own country. India has done none of these things. they don&#39;t even admit there is a Khalistan movement in India lmao. talk about hubris. most of the other things they talk about are spot on, but that comparison was just plain stupid.",2024-10-17T12:31:59Z,0
@s.patrick6136,Every ctv or cbc video on YouTube that has its comments turned off just gets a thumbs down from me.,2024-10-17T12:31:20Z,0
@nikcom1691,What a joke the PM of Canada is,2024-10-17T12:31:09Z,83
@Laura-he4ds,Excuse me david.  There is 3 languages un kanada now. <br>French <br>English. <br>And <br>Arabic.      Look at your kids paperwork,2024-10-17T12:30:30Z,0
@RonaldWuerch,Trudeau is a CREEP.,2024-10-17T12:29:58Z,0
@MarkMunro-y8f,Trudeau ? =African Grey parrot. Grey suit. Gay red bottom. Repeats every word Pierre says. 😂😂😂.,2024-10-17T12:29:56Z,2
@Laura-he4ds,Our Canadian sports too.  Pfft,2024-10-17T12:29:39Z,0
@dzawalick9804,Trudeau is as phoney as a three dollar bill.,2024-10-17T12:29:37Z,0
@MsSixty2019,He’s unpopular because it is scandal after scandal and each time it gets worse,2024-10-17T12:29:28Z,69
@miketremblay3825,What the actual F was that! That’s not our nation anthem I’m sorry David for my language!!,2024-10-17T12:29:14Z,0
@Laura-he4ds,Im thoroughly disgusted,2024-10-17T12:28:52Z,2
@kevinolesik1500,"India is a nuclear power , Justin should shut his pie-hole ... Jagmeet Singh kept him in power for senior&#39;s dental and free insulin ... at the cost of everything else ...",2024-10-17T12:28:51Z,0
@Laura-he4ds,Hild my beer <br>You think. Simple indian ubers can shit us down. Look around,2024-10-17T12:28:38Z,0
@mandatemadness3166,"Quick Trudeau, move this guy to the front bench. He’ll make another wonderful clapping seal for your circus.",2024-10-17T12:28:17Z,1
@pekozelenovic1751,Chandra arya wake up and smell the coffee trudeau is brain washing you what have you bean smoking weed?,2024-10-17T12:27:58Z,0
@murph7591,"What have the liberals,  achieved,  can any one with heart beat tell mw?",2024-10-17T12:27:57Z,0
@mikepech6822,"I&#39;m confused. Lets say one Indian killed one terrorist guy in Canada, are all Indians guilty of that? But thousands Palestinians protest in our streets yelling kill all Jews and Canada. But that is ok. But a Canadian trucker protest was brought down violently by our Liberal government. That is ok.<br>  I&#39;m not Indian  Am a patriot Canadian. In my apartment complex are quite a few Indians. My doctor is an Indian lady  and is awesome. The Indian people in our complex are friendly and polite and couldn&#39;t meet nicer people.<br>  To me, all this India crap is nothing but lies to take people&#39;s minds off the Liberal scandals.<br>                                   TRUDEAU AND HIS GARBAGE PARTY HAS TO GO",2024-10-17T12:27:48Z,0
@rameenthr6542,"I don’t know what his agenda is, Indians don’t want a spat with Canada.<br>But then here is this guy hell  bend in going down the route.<br>Congrats",2024-10-17T12:27:41Z,0
@adrianlecuyer,I live in Ontario we have G1 G2 full G license yet these guys aren&#39;t forced like us to go through that system like we do it&#39;s bs,2024-10-17T12:27:34Z,0
@miketremblay3825,At least they’re closer to the planes ✈️ to go home!!!,2024-10-17T12:27:32Z,0
@duncangallagher1839,I say screw Trudeau and India.<br>If canada is so insignificant then take the 8 million Indians back. We do have trade . It was our prosperity for your citizens,2024-10-17T12:27:17Z,0
@MarkMunro-y8f,Why does Trudeau fruit smell like rotten Goose eggs.😂😂😂.,2024-10-17T12:27:09Z,1
@michealwhynot,I don&#39;t care what that last guys says I will always stay here in Nova Scotia Canada,2024-10-17T12:27:09Z,2
@johnnordby1331,Comments  turned  off  equals  CENSORSHIP.,2024-10-17T12:26:57Z,13
@RaymondBastien-li6co,Defund the government.,2024-10-17T12:26:31Z,10
@renegaderabbit222,Arya looks like the type of guy who likes his position because how he looks and feels in his community  making him feel important,2024-10-17T12:26:13Z,0
@Laura-he4ds,Kalistan. In. Surrey !<br>Thats why jasper burned,2024-10-17T12:26:01Z,0
@oilsands69,Light weight soy boy Castros boy!!😂😂😂. Representing Canada on coke!!!  Needs prison for treason!!  Stupid people representing Canada I think the weed soy boy made leagle dumed down most canadiens..  or something did???  It’s time lots of Canadian snap out of it!! And fast!! For the futur of the next generation and the country…,2024-10-17T12:25:52Z,0
@mikelepage2066,The Indian news have said it like it is we couldn’t t say it any better 🇨🇦,2024-10-17T12:25:47Z,35
@kjron1548,how the hell do we have PMs who were not born in CANADA????? that should be a MUST!!!!! Like WTH,2024-10-17T12:25:34Z,43
@MarkMunro-y8f,If the liberals could find any dirty  conservative laundry It would be public information already.  Look at the piles of liberal dirt😂😂😂❤.,2024-10-17T12:24:59Z,56
@Mz.Jessiicaahh,WHAT A GOOD LAUGH THIS MORNING HAHA,2024-10-17T12:24:50Z,0
@murph7591,This guys right up Trudeaus aaa.,2024-10-17T12:24:35Z,0
@rutter12,Love the wolves... Awesome!,2024-10-17T12:24:34Z,1
@BarbGagnier,"He is low in the polls because of his wacko policies. He taxes everything (taxes on taxes) and then spends like a drunken soldier.  Housing is out of control, immigration is out of control, medical is a mess, food is so high, and we are going into recession. Overall, Trudeau is a liar and a thief.",2024-10-17T12:24:14Z,0
@Mr.Bawankar,"Do not change what we have as a legacy in Canada. Bring the national flag and now adultering the National Anthem. I am sorry, but I am ashamed of these people who came to Canada and can&#39;t even respect it. But on the other hand, we teach in school that Canada is disgarce and symbol of oppression, so we can&#39;t wholesomely blame the outsiders when there is rotting from inside...",2024-10-17T12:23:50Z,0
@davidedwards3838,We see fighter jets in ontario. The airforce base is in Trenton.,2024-10-17T12:23:35Z,1
@ArunKumarKapahtia,"It&#39;s startling, he labled Russia propaganda on Truckers protest. 😊😊 Will buy some nose candies while he lies in front of Commission. 😊😊",2024-10-17T12:22:09Z,4
@jacks6094,What did he say? Justard? Lmao love it!!,2024-10-17T12:21:09Z,0
@peterdejamont,Will JT actually spend time in Prison?,2024-10-17T12:20:59Z,2
@ghysclyn,"Lol...shirtless boy, is an idiot- we live in igloo&#39;s?<br>As for Castrudeau- he, at this point, has no right being our premiere",2024-10-17T12:20:18Z,0
@KathyB-ko7gs,Arya has totally bought into Trudeau &#39;s narrative. He has the sheep mentality.,2024-10-17T12:20:05Z,0
@MarkMunro-y8f,Cocain in  Trudeaus plane . Singh is a kahalistani terrorist.The Americans can see Canadian suffering. Canadians love India and Israel.❤❤❤.,2024-10-17T12:19:36Z,1
@jhandlebar9015,Canadians are so pleased with India right now they are contacting Indian internet fraud centers and gladly giving all their banking info to them to show their gratitude.,2024-10-17T12:19:32Z,0
@Politicaljunkie-y9h,Is he one of the traitors in our government,2024-10-17T12:17:42Z,0
@christacunningham5004,Wtf our Canadian anthem changed,2024-10-17T12:17:18Z,0
@comebychance,"Gotta say I love Modi and India at the moment. Spicy, lol.",2024-10-17T12:17:15Z,1
@renegaderabbit222,that first guy looks like AI,2024-10-17T12:17:02Z,0
@BonezBenz,The clip about wolves needed to be played more. It was about someone who followed a wolf to where it&#39;s mate was hurt. He took her to the vets and nursed her back to health then released her. The wolves returned to thank the man.,2024-10-17T12:16:53Z,6
@davechaudhary,You need to discuss that on the cbc news YouTube page they have a video from power and politics where David Cochran interviewed a khalistani terrorist Gurpatwant Singh Pannun. This was the same guy a year earlier told all Hindus to leave Canada. The CBC interviews people who commit hate crimes and call them activists. I hope that’s something you highlight in your videos. The hypocrisy never stops in this country.,2024-10-17T12:16:39Z,0
@quirkychelle,I love how they are speaking how we used to.,2024-10-17T12:16:08Z,0
@mackieb6989,Trudeau is there to destroy Canada. He is not there for any other reason he is a traitor to this country and should be prosecuted for treason to the highest level.. but you have the RCMP that are just as corrupt and belong in jail for treason as well so I think it’s up to Canadians to wake up and do something about it.,2024-10-17T12:15:47Z,0
@dianalockie2353,Everything Justin touches turns to $h!t,2024-10-17T12:15:22Z,0
@ThomasMullaly-do9lz,The timing was staged to cast a cloud on conservatives. Not falling for it.,2024-10-17T12:14:36Z,0
@davidrussell3890,Trudeau and his Liberal Gov is the most corrupt on the planet,2024-10-17T12:14:31Z,0
@miketremblay3825,Fiberals have done nothing!!! Except legalized weed!,2024-10-17T12:14:15Z,17
@robertstjean3009,Trudeau given in on jagmeet synng kalistan terrorist movement.,2024-10-17T12:13:40Z,0
@jhandlebar9015,Waiting for Justin Trudeau to get a Rob Ford haircut,2024-10-17T12:13:40Z,0
@3littlebirds-l8d,"ARYA, does he know that he is out of a job?",2024-10-17T12:13:35Z,0
@tracyralph3482,Pp. Is just sitting back watching trudope dig his own grave.,2024-10-17T12:13:09Z,27
@karlrohde9083,Those wolves are at Park Omega in Quebec. You can sleep in a cabin attached to the wolf enclosure.,2024-10-17T12:12:58Z,1
@user-jd6hi3to2q,"<a href=""https://www.youtube.com/watch?v=6yScHCqAKp0&amp;t=1572"">26:12</a> what the hell.... I would go behind that person if similar happens with Indian national anthem in india here",2024-10-17T12:12:39Z,0
@Joe-zt7ef,"Canada is screwed.....its as simple as that, Dumb Stupid Liberals!!!!!",2024-10-17T12:12:24Z,0
@rickpostill9745,"HEY TRUDEAU, THE MENS TOLIETS ALONG THE  401 ARE OUT OF TAMPONS!",2024-10-17T12:11:23Z,0
@idkname-i7z,"THIS IS SERIOUS!!..<br>The Rapid Response Mechanism in Canada under melaniejoly produced a report yesterday tracking &quot;foreign information manipulation&quot; from prominent Indian media outlets..<br><br>According to the report..to &quot;interfere&quot; in Canadian affairs, all you gotta do is.........&quot;tweet&quot;..<br>Oh my god..what more??",2024-10-17T12:10:48Z,0
@Disgruntled_Canadian,I love these Indians 🤣🤣🤣🤣 they’re done pretending Turdeau isn’t a complete fool.,2024-10-17T12:09:55Z,935
@Aryan-ec3ei,"as an indian - canada is a good place to be and canadians generally are nice people but if only they could expel the wokeness and justin from their country , it would be heaven . I wish in my whole life time i could travel to canada , mosty in mountains for a whole year.",2024-10-17T12:09:29Z,8
@davidchapman1386,I can&#39;t understand anything the Indians r saying..it would help if they at least slowed their speech down,2024-10-17T12:09:23Z,0
@rakeshbu7574,Canadian people you voted Dustbin and fake sikh jagmeet..😂 i am laughing on you not those two...,2024-10-17T12:09:10Z,1
@Pseguy-n9u,well theres one of the 11...,2024-10-17T12:08:41Z,1
@SCPFoundation015,This Liberal is sharing the nose candy with JT,2024-10-17T12:08:27Z,0
@3littlebirds-l8d,This guy is hilarious 😂 BUT TRUE!,2024-10-17T12:08:19Z,1
@RForRajat06,International laughing stock Trudeau,2024-10-17T12:08:16Z,38
@sirse4492,Look at how Trudeaus chest is concave. Where is the masculinity we expect from our leaders?,2024-10-17T12:07:40Z,0
@debbiehanisch2099,"I love India! It&#39;s the land of many truths. The Trudeau&#39;s, the fake yogi&#39;s who tried to show the world how &#39;cool&#39; he and Sophie are by playing dress up. What an embarrassment. Even the Simpson&#39;s made fun of it.",2024-10-17T12:07:05Z,0
@felixnuc245,You have the best video bro! Keep it up!,2024-10-17T12:06:47Z,1
@georgevladimirovich7190,There is a difference; Indian news REAL news; something which is hard to find in Canada through the main stream media.,2024-10-17T12:06:35Z,61
@garyangelstad5212,Did this backbench warmer say $10 healthcare,2024-10-17T12:06:34Z,0
@walterhale3326,"You were on Wheel of Fortune last night, the puzzle was MOOSE ON THE LOOSE, lol 😅",2024-10-17T12:06:29Z,0
@raylevesque5738,On sudbury CTV news last night saying the Conservatives are in this foreign interference. I wrote CTV and sent this letter to polivier,2024-10-17T12:06:17Z,0
@grapefruitsimmons,"If israel can get the u.s. to attack countries for them, can we get the u.s. to attack india for us?",2024-10-17T12:06:15Z,1
@mohanv1829,"Canadian&#39;s may have forgotten the bombing of Indian plane Khaniska . Indians have not forgotten and will never. We know what khalistanis is capable of. If Canada realizes this soon , its better for them .",2024-10-17T12:05:19Z,0
@severianmonk7394,India telling the truths that liberals won&#39;t. Go India!,2024-10-17T12:04:36Z,1
@debashishdas3492,Western countries and their Good terrorist or Bad terrorist concept according to their interest ❤❤❤❤❤❤,2024-10-17T12:03:38Z,20
@skywatcher6864,"Castreau&#39;s not in it for himself; he&#39;s in it for the WEF, and we should give him credit for doing such a great job for them...at our expense...physically, mentally, emotionally, and financially.  All the political parties are actors in the same play, following the same script.  Don&#39;t be fooled by the PC&#39;s enticing and endearing rhetoric!!!  I&#39;ve been alive far too long to see this happen EVERY STINKIN&#39; TIME!  To them, it&#39;s just a game of &quot;Wheel of Fortune&quot;, and we are the custodians who are left behind to clean up the mess when their &quot;show&quot; is over.",2024-10-17T12:03:37Z,1
@waniska5324,The rest of the Liberals are afraid of getting voted out...They only care about their own political interests,2024-10-17T12:03:28Z,2
@yashsingh0010,"Also as an Indian, I personally don&#39;t think any ill (as the news reporter is saying) about Canada or its people.<br><br>Just I want to inform you that if you believe you can harbour a group of people with extremist ideology thinking that it will not directly affect you then you are wrong. <br><br>Remember, Mujahideens trained by Pakistanis and funded by US against USSR, later turned into 9/11. <br><br>Similarly, Taliban which Pakistan created in hope of having a friendly government in Afghanistan, is now attacking Pakistan itself. <br><br>So, it&#39;s upto Canadians to decide how they want to handle this. <br><br>India lives in a rough neighbourhood with a history of colonialism and partition, so we (not just Modi or BJP, but  Congress party and even the Communist party of India) will go at any length to protect our sovereignty.",2024-10-17T12:02:38Z,1
@thh383,wish you would have showed the part of thr api interview where the guy says the five eyes wants to drop to the 4 eyes!!!!!!!<br>and guess who they want to  drop!??!<br>great show David!,2024-10-17T12:02:06Z,6
@williamhutchinson4730,Interesting sidebar note: I don&#39;t think Justout has no clue how many East Indian brothers are in Yellowknife.  The past couple days we are noticing small groups of them in various places having discussion. Going to be an interesting end to the week.,2024-10-17T12:01:29Z,1
@markdsouza4370,Canadian future National language  porn <del>ja</del> bi. And urdu.,2024-10-17T12:00:38Z,0
@JamesTan295,We refuse to let the conservatives release Canada from captivity.,2024-10-17T12:00:36Z,0
@christacunningham5004,I hope other countries (allies) realize that we don’t like Trudeau either,2024-10-17T12:00:07Z,381
@sashanksaidev9432,Wasn&#39;t this the same guy who spoke against the rise in Khal****n extremist activities in Canada? And Gurpatwant Singh Pannun issued a public threat against him. He also spoke against Justin Trudeau&#39;s use of Nazi Hakenkreuz and calling it &quot;swastika&quot;. <br>And now he&#39;s singing praises of Justin Trudeau? Doesn&#39;t this sound fishy??,2024-10-17T12:00:06Z,0
@TheBuckbennyrides,Bet this doesnt stop one person from India moving here for a cash register job though. 😅,2024-10-17T11:59:51Z,5
@charleneliboriussen524,The last  story is Daniel Bordman his is a Journalist  &amp; Salman Sima,2024-10-17T11:59:45Z,0
@miketremblay3825,Good morning David from Windsor 🇨🇦😎 thanks for keeping us informed..great channel you have created and my first channel I watch while having coffee ☕️ in the am 👍🇨🇦,2024-10-17T11:59:42Z,3
@deborahwills3183,@17.12- so where in Canada is this state/place is being considered to occupy? Did I hear that correctly?,2024-10-17T11:59:26Z,1
@missmelissa3573,The fighter jets are scary…I wonder why they’re here….,2024-10-17T11:59:25Z,1
@BonezBenz,"Like trudolf, Arya has some brain cells missing. You think they are high together?",2024-10-17T11:59:11Z,7
@Joe-zt7ef,"There is no Human more hated then Justin Trudeau, and thats WORLD WIDE!!! not just in Canada, hes just a gross sick backwards person that never had any buisness being in charge of Canada, the sooner this human is gone from Government then the healing can begin from all his and the Woke ideology of the Liberals.",2024-10-17T11:58:53Z,1
@ishanp2514,"People in Canada need to understand that this Khalistan issue is not something to laugh about. Every single Punjabi family has lost someone to murder or has been a victim of a terrorist attack from the Khalistanis. They have committed a genocide of Hindus in Punjab. They have assassinated our Prime Minister and the Chief Minister of Punjab. These people have committed the deadliest attack in Canadian history. CANADIANS PLEASE TAKE IT SERIOUSLY! If you don’t, this issue will one day burn down your country. They won’t get s separate state in India, where do you think they will try to make it happen next?",2024-10-17T11:58:52Z,3
@Dypep,I have a hard time listening to stupid.,2024-10-17T11:58:17Z,0
@tother1069,"Good job, Moose , hit alot of topics . Canada, is an insignificant country ?? She needs to give her head a shake . Turdope does not represent canadians .<br> Singing a different language,  in English / French Canada ???<br>DISRESPECT !!!<br> Im Hungarian. Should I start pushing Hungarian culture and language? Looks like we need it .",2024-10-17T11:57:11Z,23
@dianalockie2353,Bobblehead treats Parliament like  a game show.,2024-10-17T11:57:07Z,15
@ishanp2514,"People in Canada need to understand that this Khalistan issue is not something to laugh about. Every single Punjabi family has lost someone to murder or has been a victim of a terrorist attack from the Khalistanis. They have committed a genocide of Hindus in Punjab. They have assassinated our Prime Minister and the Chief Minister of Punjab. These people have committed the deadliest attack in Canadian history. CANADIANS PLEASE TAKE IT SERIOUSLY! If you don’t, this issue will one day burn down your country. They won’t get s separate state in India, where do you think they will try to make it happen next?",2024-10-17T11:56:37Z,2
@radricster,"When the Indians point out how wacko our government is, they&#39;ve got a point.",2024-10-17T11:55:55Z,136
@kimsutton8225,I subscribed to some of the Indian News Channels (the English speaking ones) and they are excellent. It&#39;s great to have yet another point of view.,2024-10-17T11:54:44Z,94
@karenbytherideau,Nice to see Daniel Bordman at the end of the video!,2024-10-17T11:54:42Z,0
@SrinivasanShanmugam-mi3it,How wise canadians chose this ignorant idiot clown Justin as their prime minister?🤔,2024-10-17T11:54:00Z,0
