Author,Comment,Published At,Likes
@nikhil.k3,We Indians love Canadian people. Very lovely and intelligent people. We just hate Justin Trudeau.,2024-10-20T02:55:51Z,18
@shujo8683,"<a href=""http://www.youtube.com/results?search_query=%23dustbin_trudeau"">#dustbin_trudeau</a> ye hashtag famous kardo",2024-10-20T02:50:05Z,0
@indianone7846,Trudeau a certified liar 🤥,2024-10-20T02:25:37Z,0
@sudo2998,"Liberals in the West, in their great enthusiasm to prove themselves as the flag bearers of justice, are guilty of picking up and endorsing every untrue narrative involving India. Every minority view and discredited narrative in India is being peddled as the truth among western liberals with the support of a handful of Indians who, having failed to have any impact in India, have come to the West to be foot soldiers in the liberal brigade. And then we have Trudeau, this guy is icing on the cake.<br><br>Let me give you an example. No country does more for affirmative action that India, where some states in India have reserved more than 70% of admissions in colleges for the formerly underprivileged sections of the population. Yet, western liberals are pushing the narrative that discrimination on the base of ethnicity and birth are ingrained in the Indian system, that the Indian system is discriminatory. Here in California, they are pushing to write these things about India in school textbooks. They are set in their belief, and they cannot be bothered talking to the majority of Indians for their opinion.",2024-10-20T02:09:51Z,0
@snehashish_roy,Trudeau is not suitable for Canada .Just for vote bank Trudeau shelter India ban terrorist .,2024-10-20T02:09:47Z,1
@JingleBell12,"Save canadian culture,  save canadian values",2024-10-20T02:00:13Z,0
@livefree987,AYRA are you insane ? Is there anybody more corrupt than Trudeau ?  In what world have you been  Living <br>in ?  This guy is a total idiot .,2024-10-20T01:20:32Z,1
@rammani4969,How dumb? Politicians are chameleons,2024-10-20T01:18:02Z,0
@playerraja2483,"It&#39;s not Trudeau, it&#39;s Sell out Singh who pressurized Trudeau",2024-10-20T01:07:19Z,1
@shashipinnacle8039,"TRUDEAU IS ANOTHER ZELENSKY OF CANADA, THROW HIM OUT. OR ELSE HE WILL RUIN CANADIAN  GENERATION MORE THAN HAMAS, HISBULLAH, HOUTHIS .",2024-10-20T00:51:32Z,0
@bharathreddy74,National anthem in Punjabi😂.,2024-10-20T00:48:34Z,0
@darylwizzard5832,"The guy with the thick accent is a currupted ass kisser, very bad for Canada",2024-10-20T00:30:47Z,0
@SustainableJosh,fjt,2024-10-20T00:15:08Z,0
@ITObserver,"Trudeau is Rahul Gandhi of Canada- low IQ, Deceitful and will sell Canada for self political gains even if that means appeasing known terrorists.<br><br>An embarrassment and a serious liability for Canada.",2024-10-20T00:11:03Z,0
@PercyBauri,--Chandra Arya is the greatest Bafoon.<br>--He has no clue what he is talking about.<br>--As stated Chandra Arya is called the boot licker and I certainly agree.<br>--Chandra Arya was just working for eight (8) years for his Pension.<br>-- Chandra Arya never contributed in the last eight (8) years.<br>-- Chandra Arya was not supported by the Hindus but by Islamists where he had his temporary office next to their Mosque on Woodroffe Avenue.<br>--No wonder he is called a bootlicker to which I agree!,2024-10-20T00:05:23Z,0
@minibananamusic3044,"Now you’re appreciating Indians cause they acted on your interest by cursing Trudeau, and here in Canada you curse Indians &amp; blame everything on them for your government’s wrongdoings! 🫡",2024-10-20T00:00:38Z,0
@Sameer-e7s2u,Canadians leave Canada <br>Move to US <br>and give your land to khalistani 😂😂😂,2024-10-20T00:00:27Z,1
@Sahil_Kashyap_9399,"Khalistani terrorist ❌ Canadian terrorist ✅ because they owns Canadian citizenship ,,,,, now we can say Canada also saves terrorist in his country like Pakistan 😮",2024-10-19T23:34:39Z,1
@Sahil_Kashyap_9399,"<a href=""https://www.youtube.com/watch?v=6yScHCqAKp0&amp;t=236"">3:56</a> do you know meaning of Pagalstan 😂 search of  pagal (Hindi word) in english.  Stan 😂",2024-10-19T23:27:50Z,1
@Sahil_Kashyap_9399,Trudo is Canadian Pappu😅😂,2024-10-19T23:21:05Z,0
@Sameer-e7s2u,International joker 😂😂😂😂,2024-10-19T23:12:57Z,0
@namitk,"I thought that Canada is developed country but can&#39;t believe they choose Justin Trudeau as their PM, they try to protect criminals and terrorists",2024-10-19T21:56:53Z,1
@PrakharChauhan-t1x,He is Indian origin mp don&#39;t want to loose power why he don&#39;t talk about khalistani issue,2024-10-19T21:50:23Z,1
@reemarajan7459,Justin Trudeau will be pappu,2024-10-19T21:39:09Z,0
@Viklol525,National anthem in Panjabi😂😂😂 man that was super cringe,2024-10-19T21:36:57Z,2
@Viklol525,On serious note Canada need to save it self from this delusional corrupt PM.,2024-10-19T21:35:13Z,0
@Viklol525,Indians are born to be roaster😂😂😂,2024-10-19T21:34:13Z,0
@AntiPetty,Cocaine true do ( Justin tr) potential threat to Canadians.,2024-10-19T21:31:15Z,0
@SS-bg6ht,"I am nervous that liberal party will win BC elections tonight, with all the well times khalistani issue that Justin has brought in news.",2024-10-19T20:44:32Z,0
@SS-bg6ht,US also makes more money printing it and creating wars to sell their ware.,2024-10-19T20:42:25Z,0
@Whoknows-z5o,"Unfortunately I am not hopeful about my beloved country Canada.  With admission of all kinds shady guys, not just Khalistanis, he may have inflicted permanent damage on our polity and security.  The only hope would be multiple back to back Conservative governments.  However, looking at our politics I don’t see much hope….😢",2024-10-19T20:41:23Z,0
@akshaysharma.24,"He is not justin trudeau, instead he is Dustbin Trudeau😂😂",2024-10-19T20:38:48Z,0
@SS-bg6ht,"Indian channel: we don’t have trade with Canada, the lentils that news reader will eat for his next meal is imported from Canada. Roast the PM Justin, don’t mix things and roast the country. Indian water tables are dried up, while Canada has the highest amount of water resources. India has exploited all minerals, while Canada is doing so in a sustainable way. You never know Indian tankers will be lining up to Canada shores for water! In the next decade.",2024-10-19T20:37:42Z,0
@SS-bg6ht,"That Arya was threatened, now he is a turn coat, characterless idiot! He is trying to convince himself. Absolute IDIOT!",2024-10-19T20:25:33Z,0
@SS-bg6ht,Nobody roasts like Palki. She should get a global roasting award. Pure entertainment 😅,2024-10-19T20:16:25Z,154
@ron-mz7wv,"I wouldn&#39;t be surprised if he has the f 18&#39;s accompaning his private jet,,,after all ,,he thinks he&#39;s the most important person iin the world",2024-10-19T19:50:08Z,0
@ron-mz7wv,"2,,,f18&#39;s,,,turdo must be expanding his motorcade",2024-10-19T19:47:45Z,0
@mohit_soni_98,🤣🤣 this guy is savage,2024-10-19T19:46:11Z,0
@videoviewer1,Canadians are really funny people😂,2024-10-19T19:12:03Z,0
@shivamkatiyar7455,Trudea is gay &amp; Jugmeet have intimate videos of him bcz of this he is blackmailing trudea😢,2024-10-19T19:01:39Z,0
@abhisekpanigrahi6098,Canada might think India is a soft target but he forgot it coud be reversed... 😂😂,2024-10-19T18:57:18Z,0
@pankajchoudhury8117,thanks Canada for accepting waste from India😂 these people are waste,2024-10-19T18:55:08Z,0
@nandhiniraghavan7266,"Even as an Indian I feel embarrassed, how ridiculous Trudeau is making Canadians look like. Seriously? Is this the level of IQ of Canadians that they actually elected an absolute moron like Trudeau as their PM? Seriously????",2024-10-19T18:54:35Z,0
@abhisekpanigrahi6098,India Well Knows Tactics of usa  that&#39;s why after usa declared most wanted person .also india declared Canadian police officer as terrorist.😂😂deep.down we know its not msg to canada but for usa 😊,2024-10-19T18:53:19Z,0
@pankajchoudhury8117,"canada get the result of accepting <a href=""http://immigrants.now/"">immigrants.now</a> khalistani are part of govt.what heppend to canada.Wake up Canadian otherwise these terrorist suck you😂",2024-10-19T18:53:08Z,0
@miriam4091,Trud likes wearing costumes...🤷‍♀️,2024-10-19T18:49:03Z,0
@umadevi8431,"Whoever you are I want to question who bombed Kanishka  flight in Canada where more than 200 Canadians died.? Justin father was PM  supporting khalistani criminals  for his political gain<br>Till day after receiving list of<br>Terrorists from indian govt to repatriate to india,  still Justin not only supporting them,  blaming  indian govt?",2024-10-19T18:40:55Z,1
@manikmahajan2003,"what made you think that collision was caused by an indian ? at  <a href=""https://www.youtube.com/watch?v=6yScHCqAKp0&amp;t=1761"">29:21</a>",2024-10-19T18:38:07Z,0
@deepaksahu6075,I appreciate the Canadian citizen really analysing this boz its very much needed their media is sold,2024-10-19T18:25:13Z,0
@shssolutions6011,This Arya chap ... how can Canada make him MP ..... we should send all such shady characters from India to Canada .... India is over populated anyways ....,2024-10-19T18:16:44Z,0
@devkarambar6553,When ttudo was in indis.he was inside his plane all the time never coming out PROTECTING DRUG STOCK WHICH HE WAS TRANSPORTING.ĤE IS. A DRUG RUNNING. ¿¿¿¿¿¿¿,2024-10-19T18:00:59Z,1
@bread-man6681,Turdeau become a joke in 1.4 billion eyes,2024-10-19T17:50:49Z,1
@therisingleo,"The only thing i agree with indian diplomat was, &quot;it takes a life time to build a relationship and less than a year to ruin&quot;.",2024-10-19T17:50:02Z,0
@tattoolover18,Tank you❤,2024-10-19T17:40:21Z,0
@geetharajagopal7172,Wow!! This guy  Trudeau is the long lost twin of India&#39;s very own Rahul Gandhi,2024-10-19T17:33:14Z,0
@arteygfddfgh,Justin is dumb.,2024-10-19T17:26:55Z,0
@23millionviews,So he migrated Indian for his vote bank 😂😂😂,2024-10-19T17:08:44Z,0
@robjames4334,Pierre trudeau was a corrupt p.o.s<br>Justin trudeau is a corrupt p.o.s<br>Apple doesn&#39;t fall far from tree.<br>The only legacy they will leave behind is they both had to step down because they couldn&#39;t run a desert ( they would run out of sand),2024-10-19T17:02:23Z,0
@NeoStreamLive,I think justin Biber can be a better then justin Trudeau 😂 for caneda,2024-10-19T16:53:51Z,1
@_vs04,All this drama from trudeau is for sheilding the Chinese interference allegations against him..,2024-10-19T16:37:23Z,1
@mehulsompura278,"In India, thw anger against Teudeau is unbelivable...worst than Chinese or Pakistanis",2024-10-19T15:41:18Z,0
@snkumarkumar1859,"Indian government has been trying to convince Canadian government to take action against khalistani elements indulging in anti India activities,  drug trafficking and human trafficking for a long time since eightees.  And these requests were not based on credible allegations rather concrete evidence was provided.  Unfortunately Canadian government chose not to act on these complaints. If criminals are harbored and protected in Canada and some criminal gets killed in inter gang rivalry, Trudeau tries to pass it on India to recover his falling popularity. Using India as scape goat is not acceptable and will cost Canada certainly.",2024-10-19T15:38:12Z,1
@Joe-ze9wl,Khalistan group  should be banned,2024-10-19T15:16:50Z,1
@jodibraun6383,Hearing the national anthem in a language not French or English felt rather creepy and dystopian.,2024-10-19T15:14:58Z,17
@akrishnan1382,"The Canadian PM confirms that these protesting turbaned people (not Sikhs as they are all Patriotic Indians and spread in all nook and corner of our country), are Canadians.  If what the PM tells is true, he should explain to Indians what interest have Canadians on India&#39;s division.  He should also explain why Canada is hosting more than 26 charge sheeted criminals who are on the look out notice? Hosting terrorists is an equal crime of committing a terror act and unfortunately Canada has become like some of the countries which hosted terrorists to attack western countries, mainly the US.  A very sorry state of affair in Canada indeed and the current Canadian government is solely responsible for it.",2024-10-19T15:05:19Z,1
@RhondaDrinkwater,The only place Justin should be is in jail for crimes against humanity,2024-10-19T14:32:37Z,0
@A786Aintelligent,I ❤ 🇨🇦 because of my friends tell me stories how good the people are there. <br>But I don’t like Justin’s politics.,2024-10-19T14:31:20Z,0
@georgeray649,"<a href=""https://www.youtube.com/watch?v=6yScHCqAKp0&amp;t=513"">08:33</a> sorry guys being an Indian. That guy has no idea. Pure dumb guy.",2024-10-19T14:23:27Z,0
@dfordeepak,"<a href=""https://www.youtube.com/watch?v=6yScHCqAKp0&amp;t=680"">11:20</a> however 🤓☝️<br>Sorry guys im not an canadian but this dude is clown😂",2024-10-19T14:13:41Z,2
@rajagopalps7170,Justin Trudeau suffers from &#39;Foot-in-the-mouth&#39; decease... And he refuses to take his medicines!,2024-10-19T14:02:40Z,0
@HarshVerma04,these terrorist are operating from Canadian soil and they are actually Canadian terrorist..,2024-10-19T14:00:11Z,0
@rasaum2,"The most powerful coke-head, next to Hunter Biden. (just my opinion). Ya. he&#39;s &quot;loved and respected&quot; by the parasites of the world. When the money spigot runs dry; the parasites will scatter.  <br>We are a laughing stock internationally because of his terrible, terrible leadership. Drugs and leading a country just don&#39;t mix. It&#39;s so sad how Canada has fallen into the Third world abyss. Dictatorship is next.",2024-10-19T13:50:12Z,0
@herbertcomber8558,What the F is wrong with you Justin? Dropped on your head? Drugs? Mental Illness? Or just plain incompetence?,2024-10-19T13:47:57Z,1
@maureenjamieson6223,"This guy is possibly one of the traitors, he is delusional and trying too hard to coverup Trudeaus criminal corruption.",2024-10-19T13:19:34Z,0
@News7Media24,"Moose on the Loose, no doubt a Tru du Q  supporter should know that Trudea  is one of the worse Canadian PM and politicians in the history of Canada. He&#39;s destroying Canada.",2024-10-19T13:06:06Z,0
@dgopalsuri,How  most wanted Criminal and Terrorists of Our Country became citizens of canadian Soil. <br><br>INDIA WANTS TO THE SECRET,2024-10-19T12:50:06Z,0
@Greenpuke22,"Let&#39;s not forget how deep Trudeau and his father&#39;s allegiance to the Khalistani community goes. Once you uncover some history, it&#39;s not difficult to connect the dots.",2024-10-19T12:41:53Z,0
@melainemak4443,Why is RCMP are protecting these rogues,2024-10-19T12:27:49Z,0
@abhidarshi,"@<a href=""https://www.youtube.com/watch?v=6yScHCqAKp0&amp;t=1560"">26:00</a> agree 😂😂",2024-10-19T12:06:41Z,0
@nitinpawar8357,Trudeau now trapped in indian news house.....he doesn&#39;t even have  idea about Indian news channels....they would even prove him guilty in international court 😂😂😂😂😂,2024-10-19T12:00:30Z,2
@stevefitzherbert,you can play an indian song in background just enhances the vibe of this video,2024-10-19T11:42:08Z,0
@buddhasdisciple4935,"<a href=""https://www.youtube.com/watch?v=6yScHCqAKp0&amp;t=1730"">28:50</a> Wolves : Dear God, give us justice - pesky humans encroach into our territory",2024-10-19T11:27:51Z,0
@shrinivasu5081,Trudeau is  going to demolish canada.if he is elected again......Many Sikhs are living in Canada...most of them are extremist Khalistani... It will affect other Canadian citizens as well,2024-10-19T11:14:27Z,0
@krishnaats7141,"​when hard working Canadians stop caring about what their Turdboy government is doing by supporting anti democratic inimical forces, it isn&#39;t a long shot to think, that they will come after your freedoms too. <br><br>Supporting te₹₹orists.. what can go wrong, right!? <br><br><br>US spent billions funding and help create Taliban and Al keda.. what happened.. 911<br><br>Canada funded Khaliatanis and harboured them for 40 years. What happened? Biggest aviation disaster killing 300+ people mostly Canadian. <br><br>This is what you are turning a blind eye to. India has been sending intelligence, urging Canadian government to act in the interest of Canadians and Indians.. but Turdboy seems to be doing just the opposite.<br><br>India has not meddled in Canadian policy and it is not in our DNA to do it. However, by harbouring these elements, Canada is clearly inhibiting the flourishing of our good relations and hurting the commoners of both countries. <br><br>These Khalistanis have killed thousands of Hindus in Punjab state of India in 1980s. They will do exact same thing to you as well.",2024-10-19T10:38:57Z,0
@krishnaats7141,"Okay, regarding Hockey..it is our Indian national sport.. so there is no appropriation there. Sure Canadian Anthem..in Punjabi.. what can go wrong right!!?",2024-10-19T10:24:46Z,0
@crowma,Why trust Justin? 😂😂😂,2024-10-19T10:10:30Z,0
@RungaNaidu,Trudeau have you got your foreign minister also hooked on drugs as she all acts stupid like yourself.,2024-10-19T09:52:43Z,0
@Rahul_only,Trudeau= I have evidence <br>India = where <br>Trudeau= Trust me,2024-10-19T09:40:41Z,0
@shailendrarautela312,"यह कहते हुए खेद है कि खालिस्तान नाम की कोई भूमि नहीं है, इसलिए हम उन आतंकवादियों को उस देश के नाम के साथ उद्धृत कर सकते हैं जहां वे वर्तमान में रह रहे हैं।",2024-10-19T09:36:34Z,0
@yrd007,"He <a href=""https://www.youtube.com/watch?v=6yScHCqAKp0&amp;t=600"">10:00</a> is chanda arya. He is attacked by trudeaus khalistani friends still he is licking him. Pathetic.",2024-10-19T09:36:28Z,0
@amolchavan9782,There are more stupid like Dustbin Trudo in Canadian liberal party.,2024-10-19T09:34:42Z,0
@fredalarose913,Truduea is putting A TARGET ON HIMSELF ⚠️⚠️⚠️,2024-10-19T09:29:04Z,1
@krishnaroy491,"canada is not insignificant , the PM is .",2024-10-19T09:20:27Z,1
@hanumanthpuppala7629,This stupid kid PM of Canada started fighting with india for a person who was illegally entered into Canada and recruiting youngsters and training them to be terrorists. <br>I want to remind Canadians before voting for this guy that the same terrorists blasted an Air India flight which killed 300 Canadians and the bomb was planted by terrorists backed by Justin&#39;s father.,2024-10-19T09:14:05Z,0
@JethalalGada-b4c,"<a href=""https://www.youtube.com/watch?v=6yScHCqAKp0&amp;t=1557"">25:57</a> wrf 🙊🤣🤣wake up canada",2024-10-19T09:13:58Z,0
@JethalalGada-b4c,"<a href=""https://www.youtube.com/watch?v=6yScHCqAKp0&amp;t=1458"">24:18</a> faxx 🥲he is an actor not politician 👶",2024-10-19T09:12:32Z,0
@BamBam-em7pg,"Dance Justinder Dance 💃💃, that&#39;s what your gay frnd jaggu wants in the return of his support!!",2024-10-19T09:09:44Z,2
@JethalalGada-b4c,Wake Up Canada 🇨🇦 <br>We love canada ppls but not Joker Trudeau,2024-10-19T09:05:31Z,0
@JethalalGada-b4c,"<a href=""https://www.youtube.com/watch?v=6yScHCqAKp0&amp;t=236"">3:56</a> pagalistan 🤣🤣🤣op ❤",2024-10-19T08:55:37Z,0
@_Y.Not_,"So now we know the what Trudeau gave up for the support of Singh in the supply and confidence agreement, dental care was just a side thing, Trudeau agreed to support Khalistani movement and now we know why Canada was flooded with Indian immigrants, to appease Singh,  and now we have more terrorists in Canada, traitors, bring the 3rd world here, become the 3rd world.",2024-10-19T08:37:16Z,0
@drnamrata85,"Wow that national anthem was cringe as hell.<br>Punjabi ,seriously.",2024-10-19T08:08:36Z,1
@abhishektheultimate,"The day Mr Trudeau messed with Indians, began his ugly downfall. There&#39;s no going back, it&#39;ll be his life&#39;s greatest regret!",2024-10-19T08:07:39Z,0
@cinderella5053,"OMG, BRILLIANT!!😂😂  LOVE THIS",2024-10-19T07:50:41Z,1
@cinderella5053,In not able to smash the like button. 🤬,2024-10-19T07:44:42Z,0
@alone_mask,"If there is a Khalistan, it will be within Canada. Canadians should take this seriously. I&#39;m an Indian. I&#39;m being honest. There is no Khalistan moment in India. Not even a single rally or parade happened in the last 2 years. But what I&#39;m seeing in Canada is worse. If you are giving shelter to them. Soon Canada will become 3rd world country.",2024-10-19T07:25:52Z,309
@alone_mask,"<a href=""https://www.youtube.com/watch?v=6yScHCqAKp0&amp;t=752"">12:32</a> justinder singh looks more feminine than my female colleagues 🤣🤣🤣",2024-10-19T07:12:01Z,0
@luciferbhoi,As an Indian i just want to say to all Canadians it is in your hand to stop Canada being a safe heaven to the terrorists. Canadian government should thing of native canadian first and focus on the real issue which people are facing everyday. Throw the Dustbin Trudeau out ASAP.,2024-10-19T07:11:26Z,0
@Oopsdear,Canadian - is canada really good to live? Is everything ok?<br>Trudeau - trust me bro 🤡😅😂,2024-10-19T07:07:54Z,1
@ajay8659,How Shameless a PM or a Man can be ?<br>Dustbin Tru-Dough : Yeeeeeeessss 👻,2024-10-19T06:56:14Z,0
@pdodani,If Nijjar was a Terrorist why is Trudeau so sad with his death ?! Just coz he held a Canadian passport ?! Just revoke it and party till you lose the elections.,2024-10-19T06:44:51Z,0
@gilz8505,"No fruit baby, no fruit",2024-10-19T06:42:03Z,0
@DEEPAK00792,All the garbage of world now in canada😂😂,2024-10-19T06:35:23Z,0
@varunsharma542,Oh my god .<br>What  Trudeau. Is doing 😢😢😢😢,2024-10-19T06:29:55Z,0
@cssuntherrao,Trudeau is a Pseudo!,2024-10-19T06:20:53Z,0
@shaktiashishus,"Dear Canadians in this whole thing you are missing the GRAVEST of thing unleashed on your kids and next gen. TRUDEO votebank is out to wipe you off. Be it islamic jihadi imports or punjabi jihadi imports (i hate to call them sikhs). <br>And issue is DRUGS ZOMBIE DRUGS. Underground brothels, grooming gangs, money laundering etc. <br><br>Nexus and operating model is like this.<br>- lowest rung of gangsters peddlers -&gt; punjabi migrants who all are &quot;handpicked&quot; by canadian consulates in punjab haryana and delhi ans bought over to canada<br>-&gt; next controlling layer is pakistani ISI, jiahadi groups and muslim brotherhood inc iran turkey etc <br>-&gt; top ring leader is china who manufactures these zombie drugs and dustribute via its debt trapped slave pakastan <br>NOTE :- CIA is also involved in this, as drug money is what they use for their regime change operations... and nose poking across world..",2024-10-19T06:18:17Z,0
@OmniUniv,Yet in India gang grape is a common thing there I don’t wanna hear anyone from India trying to sling bs when their whole country smells like a landfill. Fix your own bud. Love how the blue team is on indias side now you guys should move there vote for the Indian government sense you like em a lot more,2024-10-19T06:17:30Z,0
@Cartoonful,"Indians have no problem with Canada, we have problem with Justin Trudeau and Khalistani. India just had to cancel Defence deals with Canada because of him.",2024-10-19T06:13:20Z,3
@vickydibyanarayan,This is what called change of demography. If canadian ministers keep working like this. No doubt canadian demography will change very soon,2024-10-19T06:09:05Z,1
@Bbc418,Not Pakistan it’s Pahglestan 😂😂😂,2024-10-19T05:50:55Z,0
@narzarino6292,5 blinds😂,2024-10-19T05:38:55Z,0
@aditichoudhury3425,"We Indians are savage, we roast to the next level, nonchalantly. We get this from childhood because no one roast better than Indian parents 🥲😬. Tough love and thick skin.<br>       Also Not all Sikhs are not Khalistanis. Let me make that very clear. Sikhs here are our brothers. Sikh gurus sacrificed their lives for this country, in our military Sikhs are plenty, also we love their music and dance (on a lighter note) . Khalistanis are ignorant fellows, bunch of extremist clowns embarassing the Sikh community because of the Pagdi they wear and carry out all the nuisance activities. Okay you want to make Khalistan, make in Canada. Because its never gonna happen in India.<br>          You give asylum to terrorists etc so be ready to bear its consequences. Khalistani terrorists have killed around 300 people and you have the audacity to defend them. Sorry Canadians, Trudeau is shameless fellow putting your country in grave danger by supporting these terrorists.",2024-10-19T05:37:37Z,0
@goodtimes-VLOGS,Thank you !,2024-10-19T05:19:43Z,0
@himadrisekhar,"People-to-people relations between India and Canada remain strong. I believe no one from India holds any grudge against the Canadian people. However, at the government level, Trudeau is damaging the decades-long relationship for domestic political reasons. This is harmful to both the people of India and Canada.",2024-10-19T04:55:40Z,0
@NormanStapley,GOOD   FOR  INDIA   NAIL   TRUD,2024-10-19T04:47:28Z,1
@cssuntherrao,"Wonder why Canada provides refuge to separatist terrorists from other countries. If they are genuine refugees given Canadian citizenship, then they should be Canadians &amp; not act &amp; instigate the Canadian Govt. to make enemies of friendly countries. They should not be protesting &amp; carrying separatist Khalistani &amp; Eelam flags &amp; the only country flag they carry should be carrying is the Canadian one.",2024-10-19T04:41:44Z,0
@solo.108,Let&#39;s enjoy the show,2024-10-19T04:40:47Z,0
@suhaskhambecom,"From a global perspective, Canada, traditionally known for its peacekeeping role and its image as a neutral, inclusive nation, is now facing severe criticism for appearing to support a separatist cause for vote-bank politics. This stance, combined with a confrontational approach toward India—a rising global power with significant influence in trade, security, and geopolitics—risks straining diplomatic ties. Supporting a movement that threatens the territorial integrity of a sovereign state like India, and is widely recognized as a threat to international peace and stability, undermines Canada&#39;s own interests. By taking actions that could alienate key allies, particularly India, Canada risks isolating itself and compromising its global standing.",2024-10-19T04:37:29Z,0
@learn-2-earnn,Canadians should literally thank Indians for embarassing Trudeau globally ...,2024-10-19T04:35:01Z,0
@SokhomPrins,The reality of mafia world due to China stole this world. The organise crime. Bharati  are fighting back vs China.,2024-10-19T04:29:29Z,0
@chrispbacon5027,Canada should differentiate between Hindus and Khalistanis.<br>Hindus do integrate and Khalistanis dont,2024-10-19T04:24:58Z,0
@BadMonkeyFinger_Audio,"<a href=""https://www.youtube.com/watch?v=6yScHCqAKp0&amp;t=1516"">25:16</a>  The Canadian national anthum was sung in PUNJABI?!!!  What in the actual fack??~!!!  Canada is gonzo.  These Libs have torn down the fabric of Canada in just 9 years!  We were so good for nearly 150 years, now this?!!   ABHORRENT!",2024-10-19T04:24:37Z,0
@prashantmore3361,Trudeau is not Trudeau 😂😂😂😂he is Castro,2024-10-19T04:22:23Z,0
@partha08ful,"When Canadian Sikhs claim themselves as Canadians, I don’t get it why the hell r they after Indian side of Punjab when these Silks have never been here.",2024-10-19T04:19:21Z,0
@dbcooper7402,This is fake news. Indian gov are complicit in crime against Canadians.,2024-10-19T04:13:17Z,0
@NylonStrings83,I am Indian the very first country was visited was Singapore but I was too small back then maybe 5. Quebec City was the first place I visited after I grew up Canada always held nostalgic memories for me sad to see India Canada relations ruined by Justin Trudeau all for some terrorists who are useless,2024-10-19T04:09:35Z,0
@KesariForMugen,"As an Indian, I love the Canadians. Such a nice people. I hope things become better again.",2024-10-19T04:07:34Z,0
@kiranpatel919,People bring fake license from India and get converted here. They have no experience at all. I wish they stop recognizing international license from India,2024-10-19T04:01:35Z,1
@devsoftech,Canada please stop supporting asylum for these punjabis from India and Pakistan who demand Khalistan in Canada. There is no need for political asylum. It&#39;s a fake narrative and fake agenda. Just get well educated folks on a need basis.,2024-10-19T04:01:11Z,1
@samirmahato498,"canada and 5 eyes have love affair with khalistani but smartly they don&#39;t want to associate the terrorist tag with theirs country&#39;s name so stop talking khalistani terrorist called which country&#39;s citizen they are i.e amarican terrorist, canadian terrorist and so on.",2024-10-19T04:00:02Z,0
@samirmahato498,"canada and 5 eyes have love affair with khalistani but smartly they don&#39;t want to associate the terrorist tag with theirs country&#39;s name so stop talking khalistani terrorist called which country&#39;s citizen they are i.e amarican terrorist, canadian terrorist and so on.",2024-10-19T03:59:32Z,0
@samirmahato498,"canada and 5 eyes have love affair with khalistani but smartly they don&#39;t want to associate the terrorist tag with theirs country&#39;s name so stop talking khalistani terrorist called which country&#39;s citizen they are i.e amarican terrorist, canadian terrorist and so on.",2024-10-19T03:59:15Z,0
@drsriram167,Canada is loosing its value because of Trudo.,2024-10-19T03:54:38Z,0
@PapaCharlieist,"The sepertists are hell bent on making Canada, Chalistan",2024-10-19T03:54:24Z,0
@thebonesaretough,Trudeau is like india&#39;s rahul gandhi 😂,2024-10-19T03:52:41Z,0
@VIBGYOR-j6h,Trudeau is Canadian version of Pappu 😂😂😂😂😂,2024-10-19T03:47:07Z,0
@DocIndian1135,Troooodo 😂,2024-10-19T03:42:16Z,0
@Old....school866,Freedom of speech in Indian news channels 🎉😅,2024-10-19T03:39:43Z,0
@hilaryzech5961,You mean we actually had  ywo 59 uear old fighters im flight,2024-10-19T03:27:48Z,0
@SupersonicDiesel,"Canada gave shelter to the bomber of the Air India Kanishka flight (Talwinder Singh Parmar, another Khalistani) under Trudeau Senior. That family has a history with Khalistanis",2024-10-19T03:08:23Z,2
@Satyasanathan0909,He is a complete joker... Wishing Canadian good luck.,2024-10-19T02:59:21Z,0
@dobo1873,"That Arya guy is a communist!! no matter what colour they wear, objective is always d same...destroy economy and support Radicals and remained glued to power!!",2024-10-19T02:58:21Z,0
@SupersonicDiesel,"The Americans are no better than the Canadians. India trust neither- the CIA has an asset, Gurpatwant Singh Pannu, a Khalistani extremist, who regularly threatens India and Indians. Also, he has claimed on CBC that he has been regular touch with Trudeau. Trudeau is a 🤡 all by himself. India just cancelled the Stryker deal, because General Dynamics Canada builds it. Also India Canada isn’t $10 billion- we send students who spend over $15 billion and subsidise higher education for Canadians",2024-10-19T02:44:37Z,1
@v_n_bot,"Any country will fight back if the other support people trying to break it …. <br>I wish Canada Keep on promoting them , they will come for a separate British Columbia very soon …..",2024-10-19T02:39:29Z,1
@kohli47,Remember one thing many pakistanis and bangladeshis pose themselves as indians living there..,2024-10-19T02:18:41Z,2
@piyushrawat6188,Sikh extremists Isn&#39;t an appropriate Term They Are Holding Candaian And American Passport...Nijjar Is Candaian Terrorist And Gurpatwant Singh Pannu Is An American Terrorist...,2024-10-19T02:15:38Z,0
@jaydeepsen4769,Justinder will surely make Khalistan in Canada 😂,2024-10-19T02:15:08Z,0
@Lebronat40,"i hate trudeau but i hate these indian media outlets even more. idc how much of a clown trudeau is, they are mocking our country. these guys are bozos. they would defend their government even if it was hitler",2024-10-19T02:14:30Z,1
@RohitChouhan-dj7se,JUSTINDER PAL SINGH TRUDEAU DHILLON,2024-10-19T02:08:55Z,0
@deenapatel1,how someone can vote for trudeau,2024-10-19T01:58:52Z,0
@nareshgidwani3383,"If Trudo Playing Snakes and ladders in Backyard Then He Should Remember, The Game as Always not on ladder and Snakes always not Yours",2024-10-19T01:54:44Z,0
